danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,analysis_url
0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,238193,4,https://api.spotify.com/v1/audio-analysis/2x1FVq8OWvB6U9QE4wUtpo
0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081,235780,4,https://api.spotify.com/v1/audio-analysis/5S3JyppRlfFJEQ2483OXqw
0.48,0.927,3,-5.704,1,0.27,0.317,0.0,0.0583,0.45,88.804,228613,4,https://api.spotify.com/v1/audio-analysis/68VyLnTpNSeuGUOghdt6MS
0.476,0.581,8,-8.795,1,0.12,0.523,0.0,0.201,0.282,129.568,139972,4,https://api.spotify.com/v1/audio-analysis/7iV733e1KacKrFRaBNxVEf
0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819,223123,4,https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH
0.651,0.756,8,-4.388,1,0.0762,0.0298,0.0,0.396,0.473,121.96,227191,4,https://api.spotify.com/v1/audio-analysis/2tdq0CeAGSfhI2l4Gwkvgx
0.612,0.844,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,196776,4,https://api.spotify.com/v1/audio-analysis/3ryjLm3oupIjJFGc39naNi
0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.776,94.051,245621,4,https://api.spotify.com/v1/audio-analysis/0ffweDHrg4bZqdG4IfGYuo
0.252,0.694,0,-15.389,0,0.429,0.38,0.000203,0.66,0.325,87.293,107062,3,https://api.spotify.com/v1/audio-analysis/7KXEhfjwdxHVra8VcT2QHH
0.667,0.889,6,-4.851,1,0.0918,0.00912,0.0,0.0816,0.541,169.959,238193,4,https://api.spotify.com/v1/audio-analysis/2SYa5Lx1uoCvyDIW4oee9b
0.856,0.617,10,-5.308,0,0.0841,0.171,0.0,0.0857,0.759,136.082,235780,4,https://api.spotify.com/v1/audio-analysis/5nq1uTNIR1cBR72T87viS0
0.481,0.927,3,-5.704,1,0.27,0.317,0.0,0.0583,0.448,88.931,228613,4,https://api.spotify.com/v1/audio-analysis/3l8yQMdniG6Os8gUBNXV57
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254,121773,4,https://api.spotify.com/v1/audio-analysis/7otBfv2vS4lV6ldLBXtxnI
0.577,0.894,0,-3.554,0,0.122,0.0262,0.0,0.354,0.573,93.028,217053,4,https://api.spotify.com/v1/audio-analysis/10qh06Tlh1swi7GsDVbxk6
0.578,0.839,9,-5.268,0,0.0433,0.00347,0.000427,0.143,0.275,130.966,229733,4,https://api.spotify.com/v1/audio-analysis/2lrF1gEMqLoLsg96jySzjL
0.54,0.784,6,-5.617,0,0.0344,0.00279,0.0,0.195,0.485,94.081,215760,3,https://api.spotify.com/v1/audio-analysis/2fvhowQ2nSsiddNPY0Kemv
0.521,0.483,0,-5.564,0,0.0982,0.157,0.0,0.152,0.321,136.042,216053,4,https://api.spotify.com/v1/audio-analysis/6LaUSrf3MRbMTzb7YSD8y1
0.565,0.732,8,-6.04,0,0.341,0.352,0.0,0.166,0.675,87.326,189800,4,https://api.spotify.com/v1/audio-analysis/764muUblv56KXORB5JaHY1
0.517,0.615,2,-7.989,1,0.129,0.0131,2.14e-06,0.175,0.282,148.032,233920,4,https://api.spotify.com/v1/audio-analysis/4bMf2LMYUeJl1XfE04KIbw
0.543,0.738,5,-4.843,0,0.212,0.000275,9.84e-06,0.0816,0.45,185.998,212267,4,https://api.spotify.com/v1/audio-analysis/3cJqkUx4ad5fWPQg11VF45
0.46,0.487,5,-6.586,0,0.0316,0.019,1.93e-06,0.275,0.332,72.23,226173,4,https://api.spotify.com/v1/audio-analysis/1nXJcXjEiSu6RjRPNwcNuJ
0.541,0.838,0,-4.19,1,0.0552,0.00044,0.0,0.0602,0.454,85.024,241787,4,https://api.spotify.com/v1/audio-analysis/2xptBKeEHRifWqDSpOrk8k
0.814,0.79,1,-4.408,0,0.0814,0.00555,1.2e-05,0.0539,0.401,119.982,294453,4,https://api.spotify.com/v1/audio-analysis/4EAlDRXzzxa9EDk3rCttHN
0.759,0.84,6,-5.005,1,0.0494,0.00132,2.04e-05,0.088,0.683,108.011,213080,4,https://api.spotify.com/v1/audio-analysis/6FGfFv2BNsd7YCCSXi5DJ6
0.717,0.907,2,-3.549,1,0.064,0.00345,0.0,0.0544,0.783,101.03,192600,4,https://api.spotify.com/v1/audio-analysis/6AhqEDg5sFQoX8xiiMX0Wg
0.446,0.928,7,-4.085,1,0.251,0.0262,0.0,0.103,0.611,169.906,272547,4,https://api.spotify.com/v1/audio-analysis/6CVWfmWBnw3fECV2hpo6Hh
0.539,0.846,8,-3.188,1,0.0358,0.00672,1.46e-06,0.131,0.461,106.988,274093,4,https://api.spotify.com/v1/audio-analysis/5xFoqABWVj4FIAf7vQX8FN
0.595,0.939,8,-3.413,1,0.141,0.00215,0.0,0.935,0.653,110.04,231853,4,https://api.spotify.com/v1/audio-analysis/46qcoYJhhjkQoSfMjKs6sO
0.656,0.9,11,-3.098,0,0.106,0.0052,0.0,0.0856,0.645,124.976,225453,4,https://api.spotify.com/v1/audio-analysis/2I5qMlv43L5UbimvjzWhzz
0.698,0.901,8,-4.702,1,0.148,0.00506,0.0,0.0729,0.554,127.995,156053,4,https://api.spotify.com/v1/audio-analysis/7sese9JnyjwwgscEp2aGP2
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254,121771,4,https://api.spotify.com/v1/audio-analysis/2nYeLw0cKYK32x3R4xfszY
0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052,4,https://api.spotify.com/v1/audio-analysis/6CmEiwG6PRrEjPrN6CJYQq
0.566,0.844,9,-5.222,0,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4,https://api.spotify.com/v1/audio-analysis/4HQ22c749XoBEnLbTFNojg
0.542,0.777,6,-5.582,0,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3,https://api.spotify.com/v1/audio-analysis/5MUexKUkwBxDPCQbbqmF9q
0.583,0.475,0,-5.556,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4,https://api.spotify.com/v1/audio-analysis/1vB4viek8riCix3oKRTEH9
0.517,0.741,8,-5.997,0,0.323,0.362,0.0,0.164,0.672,86.526,189795,4,https://api.spotify.com/v1/audio-analysis/4ND6yU6omirJrzK7y1oide
0.56,0.607,2,-7.991,1,0.076,0.0135,1.63e-06,0.2,0.27,73.995,233917,4,https://api.spotify.com/v1/audio-analysis/4M9gBQfL21fW6XnVYYK3x3
0.544,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275,4,https://api.spotify.com/v1/audio-analysis/4bAeMqbuBUj0DFeHIBQQTt
0.357,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161,4,https://api.spotify.com/v1/audio-analysis/4ZI7c5pLm0OOWQzI5JzVyo
0.547,0.84,9,-4.156,0,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787,4,https://api.spotify.com/v1/audio-analysis/1EB1CrSfftAQLRsQtDOivu
0.817,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463,4,https://api.spotify.com/v1/audio-analysis/08cg1mkpUaCGkBqy0DwWTA
0.761,0.834,6,-4.992,1,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082,4,https://api.spotify.com/v1/audio-analysis/4fnqOPSFG7PI5ng1rDHS7l
0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4,https://api.spotify.com/v1/audio-analysis/02NkvjI3og7b0OeTv0Tmdb
0.439,0.928,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928,272537,4,https://api.spotify.com/v1/audio-analysis/5fYm8baZVZwc1p4xUyjRub
0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,274097,4,https://api.spotify.com/v1/audio-analysis/0WNGsQ1oAuHzNTk8jivBKW
0.594,0.946,8,-3.408,1,0.126,0.00181,1.04e-06,0.923,0.665,110.024,231860,4,https://api.spotify.com/v1/audio-analysis/4hrpoqJMVE7FxBu1YWx0eQ
0.654,0.903,11,-3.117,0,0.121,0.00503,0.0,0.0875,0.659,124.988,225447,4,https://api.spotify.com/v1/audio-analysis/1yEzWCIc2MUt9Fw1p25YUo
0.695,0.903,8,-4.788,1,0.152,0.00596,0.0,0.0668,0.59,127.99,156061,4,https://api.spotify.com/v1/audio-analysis/0rwNiysHvEWZWendzWyadr
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.251,121771,4,https://api.spotify.com/v1/audio-analysis/1LXUYGnpnQjhl7q0YuvIJ6
0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,217052,4,https://api.spotify.com/v1/audio-analysis/645FheoaocvUcXgPqBRHgk
0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05,229740,4,https://api.spotify.com/v1/audio-analysis/3DUr6Q28QKMtxGIvVUJ8i8
0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,215753,3,https://api.spotify.com/v1/audio-analysis/36ILhzjBBO7OxuvxRnkase
0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442,216063,4,https://api.spotify.com/v1/audio-analysis/6D6NtRzsOErHlsRruzqhWc
0.545,0.74,8,-5.997,0,0.308,0.364,0.0,0.164,0.671,86.842,189795,4,https://api.spotify.com/v1/audio-analysis/1qfAXIUB980S7YjCMfv7ur
0.555,0.607,2,-7.991,1,0.085,0.0135,1.59e-06,0.2,0.273,73.997,233917,4,https://api.spotify.com/v1/audio-analysis/13nbnKYKaQSkYmex1N9fgh
0.543,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.466,185.832,212275,4,https://api.spotify.com/v1/audio-analysis/2GajiftqFKS8BY9319Mz7G
0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,226161,4,https://api.spotify.com/v1/audio-analysis/53WYu2zRRzAzQMyy6F9tQs
0.547,0.838,9,-4.157,0,0.0544,0.000374,0.0,0.0562,0.47,85.018,241787,4,https://api.spotify.com/v1/audio-analysis/4giSOSpaWQWZvAy8aKB2vc
0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,294463,4,https://api.spotify.com/v1/audio-analysis/31989evALrVGjPVnXgmn3d
0.76,0.834,6,-4.992,1,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988,213082,4,https://api.spotify.com/v1/audio-analysis/6FmrplLYNKn2Ge9vJlp9lD
0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029,192597,4,https://api.spotify.com/v1/audio-analysis/6VEXkpKk2hurULaHEGfN6u
0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847,272537,4,https://api.spotify.com/v1/audio-analysis/7INE2VSWaWqqbRriqedjqu
0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,274097,4,https://api.spotify.com/v1/audio-analysis/0T3WfdRMvubYcDGG4YJqZo
0.593,0.945,8,-3.408,1,0.126,0.00174,0.0,0.923,0.674,110.023,231860,4,https://api.spotify.com/v1/audio-analysis/4fAziGKoqfWR21gH5Ek35q
0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032,225447,4,https://api.spotify.com/v1/audio-analysis/0iB1sjwJJNcpHN9nKjrD0E
0.696,0.903,8,-4.788,1,0.151,0.00596,0.0,0.0668,0.59,127.994,156061,4,https://api.spotify.com/v1/audio-analysis/5IKPdx15Zhuadhj5emCFQH
0.554,0.905,5,-3.465,0,0.25,0.0228,0.0,0.362,0.255,130.032,122080,4,https://api.spotify.com/v1/audio-analysis/5uRIvJHMHo99vBaTBsgvrH
0.579,0.89,0,-3.553,0,0.111,0.0253,0.0,0.358,0.588,93.03,217027,4,https://api.spotify.com/v1/audio-analysis/6jq9F7GSXFtqKwb1dW2Mxn
0.574,0.851,9,-5.249,0,0.0437,0.00372,0.000122,0.14,0.256,130.93,229720,4,https://api.spotify.com/v1/audio-analysis/0oanbKJIff7s5e7EhckbI7
0.547,0.797,6,-5.599,0,0.0339,0.00255,0.0,0.228,0.49,94.074,215733,3,https://api.spotify.com/v1/audio-analysis/5MmABMNE9bQlzrk3bVR09B
0.444,0.484,0,-5.602,0,0.129,0.156,0.0,0.18,0.372,134.093,216040,4,https://api.spotify.com/v1/audio-analysis/4xTBGxSMgxcpJjMNnIKTl5
0.553,0.745,8,-5.977,0,0.313,0.365,0.0,0.167,0.71,87.587,189773,4,https://api.spotify.com/v1/audio-analysis/1KpAlOIM2IBKSQSkvRgblQ
0.528,0.621,2,-8.057,1,0.0931,0.0115,2.01e-06,0.16,0.317,147.997,233893,4,https://api.spotify.com/v1/audio-analysis/5zKHgPQRnzFLGiUnU1SCVv
0.544,0.744,5,-4.795,0,0.219,0.000222,1.66e-05,0.0796,0.437,185.996,212253,4,https://api.spotify.com/v1/audio-analysis/00EpTcZPrp4vNv8aToYBpv
0.311,0.504,3,-6.566,1,0.034,0.0225,1.13e-06,0.288,0.308,143.205,226133,4,https://api.spotify.com/v1/audio-analysis/19A5anJ64b157jUzr9PDMd
0.401,0.836,0,-4.206,1,0.0828,0.000371,0.0,0.0477,0.396,84.748,241773,4,https://api.spotify.com/v1/audio-analysis/3m89n4dEXFD2S14Q2EcygO
0.821,0.79,1,-4.422,0,0.0779,0.0056,9.84e-06,0.0541,0.373,119.965,294440,4,https://api.spotify.com/v1/audio-analysis/0iHSING1EOD8eoW0twTnPe
0.756,0.834,10,-4.983,0,0.0568,0.00158,5.5e-06,0.0824,0.634,107.968,213040,4,https://api.spotify.com/v1/audio-analysis/6idFWORbGH9bH3Y9ktysWx
0.715,0.901,2,-3.534,1,0.0634,0.00417,0.0,0.0546,0.829,101.023,192600,4,https://api.spotify.com/v1/audio-analysis/27ZWceiCHYP1SVPDn05OO9
0.43,0.929,11,-4.089,0,0.249,0.0232,0.0,0.102,0.61,169.74,272507,4,https://api.spotify.com/v1/audio-analysis/18wfNzieLOgddJzOeJhokU
0.64,0.85,11,-3.078,0,0.0884,0.0103,0.0,0.0962,0.616,125.007,144920,4,https://api.spotify.com/v1/audio-analysis/63sjBMqEHNFuXIYaQkuF0q
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.254,121771,4,https://api.spotify.com/v1/audio-analysis/62c60jSWnJWI4EImxeNeSW
0.583,0.885,0,-3.571,0,0.106,0.0244,0.0,0.357,0.601,92.959,217052,4,https://api.spotify.com/v1/audio-analysis/5RGf8qn1TBWVplLyyKUsuV
0.566,0.844,9,-5.222,0,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4,https://api.spotify.com/v1/audio-analysis/6KQSeSPqBa15gMWLO1fdkk
0.542,0.777,6,-5.582,0,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3,https://api.spotify.com/v1/audio-analysis/2cn8rNlgnQOJoqWqXRvWQu
0.583,0.475,0,-5.556,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4,https://api.spotify.com/v1/audio-analysis/626lrZfNIlthgrUfjvRYrh
0.517,0.741,8,-5.997,0,0.323,0.362,0.0,0.164,0.672,86.526,189795,4,https://api.spotify.com/v1/audio-analysis/3TVWi92dWPMVcKpXvX32UX
0.56,0.607,2,-7.991,1,0.076,0.0135,1.63e-06,0.2,0.27,73.995,233917,4,https://api.spotify.com/v1/audio-analysis/4Eqo5hcqVnaAfL4J4W5Jjl
0.544,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.467,185.81,212275,4,https://api.spotify.com/v1/audio-analysis/5U1XqpEGLeDd48dDFNqQEC
0.357,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.339,142.816,226161,4,https://api.spotify.com/v1/audio-analysis/0UDCfleTgwihlnOUxbzokR
0.547,0.84,9,-4.156,0,0.0551,0.000371,0.0,0.0562,0.479,85.001,241787,4,https://api.spotify.com/v1/audio-analysis/44F7Ieb36A6B2mXgrJLdR9
0.817,0.797,1,-4.395,0,0.084,0.00533,7.77e-06,0.0551,0.362,119.977,294463,4,https://api.spotify.com/v1/audio-analysis/1QWxddJmOhQb1vDdyTipMR
0.761,0.834,6,-4.992,1,0.0494,0.00125,1e-05,0.0868,0.68,107.988,213082,4,https://api.spotify.com/v1/audio-analysis/1ORnZ5RmTKhVxPrjORKxAE
0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4,https://api.spotify.com/v1/audio-analysis/6RioKpKPuG1vuyU0wnlAZx
0.439,0.928,7,-4.096,1,0.233,0.0254,0.0,0.1,0.599,169.928,272537,4,https://api.spotify.com/v1/audio-analysis/0ma7lbs8BsVIv2kSaqOsDI
0.638,0.851,11,-3.042,0,0.0662,0.0102,0.0,0.114,0.6,125.0,144314,4,https://api.spotify.com/v1/audio-analysis/6xtjXO1EbKNLMIEGZQU3Fv
0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.251,121771,4,https://api.spotify.com/v1/audio-analysis/47KRXwGtPlA53Loz8TkPyz
0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,217052,4,https://api.spotify.com/v1/audio-analysis/5SXYv9JMHE4oWsy5T4JCo8
0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05,229740,4,https://api.spotify.com/v1/audio-analysis/4gPKggaYT6TbasqoRDXFFY
0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,215753,3,https://api.spotify.com/v1/audio-analysis/36Ya2DEHaHzEB3l4UV8Q7D
0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442,216063,4,https://api.spotify.com/v1/audio-analysis/0A3sAAitTc8CwIcVnSvjwQ
0.545,0.74,8,-5.997,0,0.308,0.364,0.0,0.164,0.671,86.842,189795,4,https://api.spotify.com/v1/audio-analysis/3f5IH9WnIBz8wcm18srHtG
0.555,0.607,2,-7.991,1,0.085,0.0135,1.59e-06,0.2,0.273,73.997,233917,4,https://api.spotify.com/v1/audio-analysis/07gPsplgWxZqUZIGCrnPlP
0.543,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.466,185.832,212275,4,https://api.spotify.com/v1/audio-analysis/6qqbvfvziMh1csc8XiW5Il
0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,226161,4,https://api.spotify.com/v1/audio-analysis/4SaunwQIsiKmxIeYv8gUCe
0.547,0.838,9,-4.157,0,0.0544,0.000374,0.0,0.0562,0.47,85.018,241787,4,https://api.spotify.com/v1/audio-analysis/3gVvfnEJeiLOI6CDMrulng
0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,294463,4,https://api.spotify.com/v1/audio-analysis/21Uqcx65DPyE9BQOSdI5Ea
0.76,0.834,6,-4.992,1,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988,213082,4,https://api.spotify.com/v1/audio-analysis/3XCOiC00Q2RP5KWNqpSieh
0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029,192597,4,https://api.spotify.com/v1/audio-analysis/0ilGvntcG4XQs7Gv8x5U5J
0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847,272537,4,https://api.spotify.com/v1/audio-analysis/3bQITgxEQPUjZTGgVgs8zD
0.638,0.851,11,-3.042,0,0.0663,0.0102,0.0,0.114,0.6,124.992,144314,4,https://api.spotify.com/v1/audio-analysis/6nVACkALEIkfHBjh8luFUo
0.563,0.909,6,-5.321,0,0.086,0.00148,0.0028,0.364,0.547,87.01,138973,4,https://api.spotify.com/v1/audio-analysis/2kOe9xRoNs0jRIXGRO10wp
0.531,0.863,11,-3.499,0,0.0411,0.000741,0.000119,0.21,0.551,132.982,237920,4,https://api.spotify.com/v1/audio-analysis/0hHw8V6p7p4gIUDdEfnk78
0.651,0.714,3,-2.977,0,0.0699,0.00359,0.0,0.125,0.508,99.999,205373,4,https://api.spotify.com/v1/audio-analysis/7oFP6ewu9e7f4Kxm0sClc8
0.579,0.897,10,-3.566,0,0.212,0.0285,0.0,0.43,0.545,154.002,241973,4,https://api.spotify.com/v1/audio-analysis/0x6ntMwjXoRaNPrrFPoIY0
0.611,0.89,6,-3.711,1,0.0451,0.0106,0.0,0.075,0.665,94.956,267507,4,https://api.spotify.com/v1/audio-analysis/0AIQYEq4LaKB6R9WiwmSsT
0.623,0.804,1,-3.705,1,0.0735,0.0498,0.0,0.0903,0.394,140.077,199667,4,https://api.spotify.com/v1/audio-analysis/4qtif4YRqkU7V1UtDZSHjL
0.69,0.962,1,-3.66,1,0.199,0.0537,0.0,0.347,0.77,116.029,245880,4,https://api.spotify.com/v1/audio-analysis/05tXjIPecu7f1nHJ5dglYT
0.669,0.885,9,-3.622,1,0.118,0.000955,0.0,0.0398,0.544,166.967,236293,4,https://api.spotify.com/v1/audio-analysis/6hTUjGzDnrEyrmzy9hqkBT
0.543,0.832,8,-4.717,1,0.209,0.0168,0.0,0.0398,0.636,179.963,271760,4,https://api.spotify.com/v1/audio-analysis/1hSYYD9WI0fuVxN0MFLVYy
0.319,0.785,1,-4.549,1,0.0674,0.025,0.0,0.074,0.231,149.027,240680,4,https://api.spotify.com/v1/audio-analysis/3f0t8cRg3hz7nyP9W1k9FD
0.548,0.809,4,-4.533,1,0.185,0.44,0.0,0.102,0.574,165.892,284587,4,https://api.spotify.com/v1/audio-analysis/4K5ZG5nvQgu9EdyPKSigKm
0.497,0.866,5,-4.02,0,0.0681,0.0147,0.0,0.161,0.732,158.049,212200,4,https://api.spotify.com/v1/audio-analysis/6afHEsJZSp4s4JIPOSgB4w
0.461,0.76,5,-4.299,0,0.236,0.0221,0.0,0.104,0.349,87.434,173347,4,https://api.spotify.com/v1/audio-analysis/3EiEbnbznDnoPGIU8Btv1F
0.563,0.909,6,-5.321,0,0.086,0.00148,0.0028,0.364,0.547,87.01,138973,4,https://api.spotify.com/v1/audio-analysis/5KLKbUVfdHOTCDybf61LEW
0.531,0.863,11,-3.499,0,0.0411,0.000741,0.000119,0.21,0.551,132.982,237920,4,https://api.spotify.com/v1/audio-analysis/0z9xZhi7E8M6JDTL5AvqKh
0.651,0.714,3,-2.977,0,0.0699,0.00359,0.0,0.125,0.508,99.999,205373,4,https://api.spotify.com/v1/audio-analysis/37T5IYyhKNow16Rf2eohTt
0.579,0.897,10,-3.566,0,0.212,0.0285,0.0,0.43,0.545,154.002,241973,4,https://api.spotify.com/v1/audio-analysis/1BGpj3UnDSB5TPPw1XYi2g
0.611,0.89,6,-3.711,1,0.0451,0.0106,0.0,0.075,0.665,94.956,267507,4,https://api.spotify.com/v1/audio-analysis/2aTDPjGFdyBfc3lKLAAaoI
0.623,0.804,1,-3.705,1,0.0735,0.0498,0.0,0.0903,0.394,140.077,199667,4,https://api.spotify.com/v1/audio-analysis/3ynWDFCcw9CXngKnxoVIfj
0.69,0.962,1,-3.66,1,0.199,0.0537,0.0,0.347,0.77,116.029,245880,4,https://api.spotify.com/v1/audio-analysis/5mONT68829wu4YdMajlTgM
0.669,0.885,9,-3.622,1,0.118,0.000955,0.0,0.0398,0.544,166.967,236293,4,https://api.spotify.com/v1/audio-analysis/7jv4hEfdRuXKpex8uZBKtE
0.543,0.832,8,-4.717,1,0.209,0.0168,0.0,0.0398,0.636,179.963,271760,4,https://api.spotify.com/v1/audio-analysis/3UvbL9zd4XTsCL8O6Qp2bR
0.319,0.785,1,-4.549,1,0.0674,0.025,0.0,0.074,0.231,149.027,240680,4,https://api.spotify.com/v1/audio-analysis/5jTNR1Mqi0wLYniACLTmMo
0.548,0.809,4,-4.533,1,0.185,0.44,0.0,0.102,0.574,165.892,284587,4,https://api.spotify.com/v1/audio-analysis/2offgVA6h500KKIvUYU5kP
0.497,0.866,5,-4.02,0,0.0681,0.0147,0.0,0.161,0.732,158.049,212200,4,https://api.spotify.com/v1/audio-analysis/6VcJUprKUPI1jgsQ78MJrO
0.461,0.76,5,-4.299,0,0.236,0.0221,0.0,0.104,0.349,87.434,173347,4,https://api.spotify.com/v1/audio-analysis/0FHsHpMfgHnh8HIE1qCwoI
0.545,0.969,0,-3.553,0,0.391,0.2,0.0,0.0767,0.229,93.361,124733,4,https://api.spotify.com/v1/audio-analysis/78ENzw0leHTN539Jj0WMep
0.46,0.897,5,-2.364,0,0.0934,0.0217,0.0,0.287,0.651,158.107,210693,4,https://api.spotify.com/v1/audio-analysis/23IA8fIfML3LR0WH4t7Wym
0.627,0.794,6,-4.653,1,0.277,0.0164,2.75e-06,0.19,0.396,139.964,273880,4,https://api.spotify.com/v1/audio-analysis/1ii8OgCkhhKr9QidRciqfk
0.621,0.799,10,-3.569,0,0.0422,0.0104,0.0,0.135,0.313,105.008,267147,4,https://api.spotify.com/v1/audio-analysis/37jYYrSTTWqJzJailONhhF
0.397,0.542,6,-6.446,1,0.0408,0.0548,0.00134,0.0935,0.13,149.652,295133,4,https://api.spotify.com/v1/audio-analysis/6lrgrlkCCrg97ja5r7bPke
0.576,0.875,11,-2.933,0,0.054,0.0016,0.0,0.103,0.508,132.964,236333,4,https://api.spotify.com/v1/audio-analysis/3uokvtxkooSxnL2fBAblzL
