danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,analysis_url
0.677,0.97,6,-2.142,0,0.0931,0.000216,0.0,0.054,0.799,122.004,256840,4,https://api.spotify.com/v1/audio-analysis/1FVVvpZGHQC3tlDCHDdckb
0.651,0.877,9,-2.878,1,0.0689,0.000946,0.0,0.0448,0.557,166.904,233173,4,https://api.spotify.com/v1/audio-analysis/62qWANAcMxi8n37Obj6Af3
0.56,0.892,10,-2.79,0,0.293,0.0318,2.82e-06,0.455,0.657,153.951,240027,4,https://api.spotify.com/v1/audio-analysis/4C84QmSqZp40VxWnRcMAJP
0.628,0.718,11,-3.167,1,0.0886,0.0025,0.0,0.145,0.507,100.005,203347,4,https://api.spotify.com/v1/audio-analysis/4EVl8UQ5ZseT7mQMOzXAAV
0.614,0.797,1,-3.431,1,0.0599,0.0328,0.0,0.0713,0.518,139.966,196533,4,https://api.spotify.com/v1/audio-analysis/1Z8X01dllP6jsUgAHRHOdW
0.61,0.822,5,-3.831,0,0.26,0.0435,0.0,0.122,0.378,87.967,171787,4,https://api.spotify.com/v1/audio-analysis/6DYpAAYUHc8Xj1MIFbgJcR
0.718,0.799,1,-3.639,1,0.102,0.0243,0.0,0.0842,0.798,98.001,210213,4,https://api.spotify.com/v1/audio-analysis/7ITbzVBEvQ3k1L6c265bzc
0.67,0.925,0,-2.545,1,0.156,0.00225,1.12e-05,0.058,0.931,159.982,292547,4,https://api.spotify.com/v1/audio-analysis/4miTVWryZ8PfHzXLfs6thR
0.578,0.938,10,-2.533,0,0.273,0.0895,1.03e-05,0.348,0.745,90.01,243600,4,https://api.spotify.com/v1/audio-analysis/4qiz8g1viE8tqpwXQThFxX
0.448,0.765,6,-4.55,1,0.0525,0.0106,0.0,0.115,0.274,149.886,240000,4,https://api.spotify.com/v1/audio-analysis/5o8Tlj9rXYCjuyDwzoNcjX
0.388,0.672,9,-4.459,0,0.0474,0.351,0.0,0.14,0.389,103.441,226267,4,https://api.spotify.com/v1/audio-analysis/7aGWDCKc6qWd9okLRgeJF8
0.691,0.591,4,-5.075,0,0.0685,0.121,0.0,0.139,0.275,105.074,221573,4,https://api.spotify.com/v1/audio-analysis/6hzENpxQwAaz6Cvrok38gZ
0.545,0.813,5,-3.593,0,0.0734,0.106,0.0,0.132,0.558,147.95,216480,4,https://api.spotify.com/v1/audio-analysis/5O8wREW9DQ1T0IbopvpZLE
0.547,0.919,5,-2.817,0,0.204,0.00307,1.49e-06,0.426,0.541,79.034,223920,4,https://api.spotify.com/v1/audio-analysis/3e6U835dBhH6SnXOIEEvC4
0.572,0.772,6,-3.195,0,0.0374,0.0343,0.0,0.371,0.591,127.984,254813,4,https://api.spotify.com/v1/audio-analysis/1pR6j9SB9HE2r8pLhLn6Pt
0.591,0.875,6,-3.072,0,0.0329,0.000158,5.96e-05,0.33,0.547,132.964,236413,4,https://api.spotify.com/v1/audio-analysis/35M1UudRWoDWBfG6vvnKW4
0.346,0.714,1,-4.623,1,0.0489,0.00567,0.0,0.138,0.241,148.688,240760,4,https://api.spotify.com/v1/audio-analysis/0NchS1QuRfTioWaNGjEaQx
0.494,0.97,7,-3.513,0,0.444,0.205,0.0,0.0692,0.23,92.56,124739,4,https://api.spotify.com/v1/audio-analysis/5k5qMVQZkzGofWQixnR5nJ
0.485,0.897,5,-2.383,0,0.0678,0.0184,0.0,0.296,0.649,78.851,210577,4,https://api.spotify.com/v1/audio-analysis/3UGiwr3d1sYCjLhIvMHK51
0.64,0.799,6,-4.673,1,0.262,0.0155,4.4e-06,0.218,0.376,139.962,273992,4,https://api.spotify.com/v1/audio-analysis/7BhPTcfGh7PPrFY8XIZtGK
0.625,0.799,10,-3.54,0,0.0427,0.0108,0.0,0.144,0.316,105.007,267151,4,https://api.spotify.com/v1/audio-analysis/0yK7MnyXGjyd4TeaI8EbY4
0.373,0.541,1,-6.451,1,0.0526,0.0446,0.001,0.0909,0.134,69.98,295128,4,https://api.spotify.com/v1/audio-analysis/0NUMySFbWW77Puf8I1AJdH
0.577,0.878,6,-2.935,0,0.0442,0.00164,0.0,0.0892,0.514,132.943,236334,4,https://api.spotify.com/v1/audio-analysis/1v1KssNAUdcOrYPKuBW3wm
0.678,0.97,6,-2.155,0,0.0989,0.000264,0.0,0.0548,0.783,122.017,256840,4,https://api.spotify.com/v1/audio-analysis/5Y8GmZQylLE4r8ny6XdM2p
0.649,0.875,9,-2.88,1,0.0702,0.00128,0.0,0.0486,0.557,166.925,233185,4,https://api.spotify.com/v1/audio-analysis/6QTxG6VYOIbJXaWIbLqx2O
0.579,0.896,10,-2.781,0,0.225,0.0272,1.02e-06,0.352,0.678,153.991,240021,4,https://api.spotify.com/v1/audio-analysis/5zFBf553DYdbFD8bHmlbUF
0.626,0.706,10,-3.201,0,0.0596,0.00225,0.0,0.122,0.534,99.939,203352,4,https://api.spotify.com/v1/audio-analysis/50qlVRC781Kj2pMYhzAOBp
0.613,0.822,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.54,139.936,196506,4,https://api.spotify.com/v1/audio-analysis/6YGZr5MmsrXrKhVGLgZQ0B
0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054,171803,4,https://api.spotify.com/v1/audio-analysis/0i105P7hlN74vLk2g7Ajor
0.72,0.803,1,-3.67,1,0.0963,0.0245,0.0,0.2,0.804,97.999,210222,4,https://api.spotify.com/v1/audio-analysis/3Y7nupi9JmOXbDNZuM3rkO
0.68,0.926,0,-2.551,1,0.162,0.00223,1.03e-05,0.0905,0.936,159.959,292519,4,https://api.spotify.com/v1/audio-analysis/0D3DvXog46Jw1RNMJ7nwg1
0.572,0.937,10,-2.569,0,0.28,0.0866,1.55e-05,0.342,0.771,90.021,243553,4,https://api.spotify.com/v1/audio-analysis/60VlU8noSuV1m0h9O0PsMw
0.439,0.747,6,-4.583,1,0.0535,0.0107,0.0,0.101,0.275,149.786,240091,4,https://api.spotify.com/v1/audio-analysis/1A3CGFXmmdU6xMDJbbgZkF
0.367,0.668,2,-4.484,0,0.052,0.336,0.0,0.147,0.384,104.961,226212,4,https://api.spotify.com/v1/audio-analysis/6PFhppEvtKSniDOWUOMh8W
0.462,0.576,2,-5.089,1,0.0831,0.124,0.0,0.127,0.278,102.972,221620,4,https://api.spotify.com/v1/audio-analysis/30DdTJETgEEcL5mpgNZNqH
0.56,0.814,5,-3.603,0,0.0688,0.108,0.0,0.188,0.532,74.01,215189,4,https://api.spotify.com/v1/audio-analysis/7sBrYn3pNPtMqHACjf1UnE
0.519,0.918,5,-2.838,0,0.208,0.00258,3.55e-06,0.448,0.49,158.052,223013,4,https://api.spotify.com/v1/audio-analysis/2itbRUTqlFqFuGPIl3fuBJ
0.568,0.775,6,-3.188,0,0.0361,0.0311,0.0,0.379,0.595,128.019,257000,4,https://api.spotify.com/v1/audio-analysis/5YGp1ZQfchVV7GpTYwGaxr
0.595,0.87,6,-3.086,0,0.0321,0.000183,3.94e-05,0.371,0.586,132.99,236437,4,https://api.spotify.com/v1/audio-analysis/0JzdHs3wNK8DZKPCK2ltV4
0.345,0.717,6,-4.6,1,0.0479,0.00633,0.0,0.149,0.209,149.541,241144,4,https://api.spotify.com/v1/audio-analysis/2Tl5BrGajVi2l7IQvgFqI1
0.498,0.97,7,-3.513,0,0.444,0.203,0.0,0.0692,0.229,92.54,124739,4,https://api.spotify.com/v1/audio-analysis/5bZRe0GCsls8iFezcO0eYZ
0.475,0.897,5,-2.383,0,0.0736,0.0184,0.0,0.296,0.642,78.918,210577,4,https://api.spotify.com/v1/audio-analysis/7dlNGfd6Fq8xcFb4K6Glws
0.636,0.799,6,-4.671,1,0.257,0.0154,3.95e-06,0.218,0.379,139.953,273992,4,https://api.spotify.com/v1/audio-analysis/1WpxXAGAGpF2OoVFCytYtS
0.394,0.799,6,-3.54,1,0.0914,0.0107,0.0,0.144,0.297,104.999,267151,4,https://api.spotify.com/v1/audio-analysis/0c2E2zcsp8EoWmfw8YQphH
0.377,0.541,6,-6.451,1,0.0487,0.0446,0.001,0.0909,0.135,74.341,295128,4,https://api.spotify.com/v1/audio-analysis/38S0v2f5ljxzQE2CCdRVkd
0.577,0.875,6,-2.944,0,0.0445,0.00165,0.0,0.0892,0.522,132.943,236334,4,https://api.spotify.com/v1/audio-analysis/3SESmwaRfVQddNhwCSKQur
0.678,0.97,6,-2.155,0,0.0989,0.000267,0.0,0.0548,0.783,122.017,256840,4,https://api.spotify.com/v1/audio-analysis/4U5CuHBciWGmCoR3Edgjj0
0.649,0.875,9,-2.88,1,0.0696,0.00128,0.0,0.0486,0.557,166.927,233185,4,https://api.spotify.com/v1/audio-analysis/2VgPA0WnwvE2nbltxa3BHz
0.579,0.896,10,-2.781,0,0.224,0.0272,1.02e-06,0.352,0.678,153.991,240021,4,https://api.spotify.com/v1/audio-analysis/4TiKZrN7gtc62SUiufpFCM
0.627,0.706,10,-3.201,0,0.0597,0.00227,0.0,0.122,0.536,99.93,203352,4,https://api.spotify.com/v1/audio-analysis/4z9gBZQjGS4QLb4LOvmeuA
0.614,0.823,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.539,139.948,196506,4,https://api.spotify.com/v1/audio-analysis/54s6sdPuMjVtdB5d5KFzTC
0.606,0.815,5,-3.818,0,0.231,0.04,0.0,0.119,0.386,88.062,171803,4,https://api.spotify.com/v1/audio-analysis/43hiD0QEeUysuWqDzd8GwA
0.72,0.803,1,-3.67,1,0.0956,0.0245,0.0,0.2,0.804,97.991,210222,4,https://api.spotify.com/v1/audio-analysis/0jZOtr2W8Qqapo7IW9Jksl
0.68,0.926,0,-2.551,1,0.164,0.00223,1.02e-05,0.0905,0.935,159.97,292519,4,https://api.spotify.com/v1/audio-analysis/35bRmqYn2rYeNdCYH0WGMz
0.572,0.937,10,-2.569,0,0.278,0.0858,1.61e-05,0.342,0.77,90.021,243553,4,https://api.spotify.com/v1/audio-analysis/7vGRGaTHRlF1kAd5yOo6ZS
0.441,0.747,6,-4.583,1,0.0498,0.0107,0.0,0.101,0.278,149.771,240091,4,https://api.spotify.com/v1/audio-analysis/1GxGLSKW0HxYkvUJH8OVRd
0.367,0.67,2,-4.485,0,0.0517,0.334,0.0,0.147,0.386,104.96,226212,4,https://api.spotify.com/v1/audio-analysis/4BMbbfwW9GLl9b05ecYKVa
0.462,0.577,2,-5.089,1,0.0846,0.124,0.0,0.127,0.278,102.972,221620,4,https://api.spotify.com/v1/audio-analysis/3p5PbT7QMSQpTG5X1qUqk1
0.56,0.814,5,-3.603,0,0.0682,0.11,0.0,0.188,0.534,74.01,215189,4,https://api.spotify.com/v1/audio-analysis/2IEQHXxE3ouwypVsdSB7Wj
0.518,0.918,5,-2.843,0,0.207,0.00258,3.46e-06,0.448,0.494,158.059,223013,4,https://api.spotify.com/v1/audio-analysis/6dLD5Ri5tcYfH4L2GoITij
0.568,0.774,6,-3.188,0,0.036,0.0309,0.0,0.379,0.595,128.013,257000,4,https://api.spotify.com/v1/audio-analysis/62DeqSXWw36b1jzGWozXFq
0.594,0.871,6,-3.085,0,0.0321,0.000182,4.01e-05,0.371,0.58,132.994,236437,4,https://api.spotify.com/v1/audio-analysis/1NHVDZyT8li4STGSFJlmMM
0.345,0.717,6,-4.6,1,0.0481,0.00658,0.0,0.149,0.211,149.542,241144,4,https://api.spotify.com/v1/audio-analysis/6urCQp9zUAuMbHhBOmCfzu
0.349,0.949,6,-4.942,0,0.902,0.00765,0.0,0.329,0.397,79.942,136427,4,https://api.spotify.com/v1/audio-analysis/0ehmBecxeD3GifKcg4UN7m
0.571,0.877,6,-3.019,0,0.0483,0.00158,0.0,0.1,0.506,132.938,236747,4,https://api.spotify.com/v1/audio-analysis/0uiv87qsv7kOjBO8jDbZeh
0.429,0.775,6,-4.518,1,0.0577,0.0151,0.0,0.124,0.283,149.618,238853,4,https://api.spotify.com/v1/audio-analysis/6Mcw9SkDRCOF71bFO4cv0B
0.58,0.93,1,-2.7,1,0.282,0.104,6.1e-06,0.337,0.719,90.063,243227,4,https://api.spotify.com/v1/audio-analysis/0V0FZFrqbuLz22CE6YRg9m
0.671,0.969,6,-2.218,0,0.0879,0.000279,0.0,0.0808,0.808,122.012,256693,4,https://api.spotify.com/v1/audio-analysis/1y926ZlSXIXchk01VnH6EG
0.651,0.88,9,-2.869,1,0.0649,0.00119,0.0,0.0467,0.544,166.93,233160,4,https://api.spotify.com/v1/audio-analysis/1EH4ZsNGE01TWEvhDaFAMZ
0.598,0.501,5,-11.591,1,0.933,0.79,0.0,0.417,0.698,81.422,263120,4,https://api.spotify.com/v1/audio-analysis/1eoPvbU2k9BvdbRekGa3M2
0.617,0.803,10,-3.339,0,0.0425,0.0152,0.0,0.152,0.314,105.04,267160,4,https://api.spotify.com/v1/audio-analysis/7lxncfUV7zPkGukbzx9wID
0.568,0.653,9,-4.694,0,0.0347,0.37,0.0,0.127,0.31,104.996,177440,4,https://api.spotify.com/v1/audio-analysis/02XY8gUN95OEMwBUoG1d1h
0.339,0.949,6,-4.942,0,0.904,0.00765,0.0,0.329,0.397,79.956,136428,4,https://api.spotify.com/v1/audio-analysis/2ibTAPqf4ngWyIjliphDcx
0.554,0.878,11,-3.02,0,0.0513,0.00146,0.0,0.0998,0.55,132.896,236748,4,https://api.spotify.com/v1/audio-analysis/4XSWU10WMphtugA7M5HYGL
0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985,238862,4,https://api.spotify.com/v1/audio-analysis/0Xa0TzlI4HCtqcmIrOHPkT
0.585,0.93,10,-2.707,0,0.241,0.0992,2.54e-06,0.345,0.735,90.03,243222,4,https://api.spotify.com/v1/audio-analysis/47Cxh3hhJu6hYS3BjPuyju
0.668,0.967,6,-2.192,0,0.0957,0.000266,0.0,0.0777,0.807,122.007,256687,4,https://api.spotify.com/v1/audio-analysis/1e8YffZZWfpx36XvaR81vh
0.65,0.879,9,-2.886,1,0.073,0.00104,0.0,0.0483,0.536,166.895,233160,4,https://api.spotify.com/v1/audio-analysis/0vlsQ24HOJkwmZO1vpSi6u
0.575,0.499,3,-11.552,1,0.936,0.772,0.0,0.42,0.667,160.296,263130,4,https://api.spotify.com/v1/audio-analysis/3rQVC2zXTgfivXcQub4G75
0.619,0.804,10,-3.301,0,0.0424,0.0135,0.0,0.127,0.314,104.978,267151,4,https://api.spotify.com/v1/audio-analysis/1KeFakZtWY6MQCs23VqH8p
0.37,0.652,2,-4.717,1,0.0402,0.4,0.0,0.129,0.265,104.162,177414,4,https://api.spotify.com/v1/audio-analysis/6F9r6XIdosZdJHfzkzmu80
0.349,0.949,6,-4.942,0,0.902,0.00765,0.0,0.329,0.397,79.942,136428,4,https://api.spotify.com/v1/audio-analysis/5kKoQjyLorcc6CK6GVslx8
0.554,0.878,11,-3.02,0,0.0513,0.00146,0.0,0.0998,0.55,132.889,236748,4,https://api.spotify.com/v1/audio-analysis/0PAq1DRlOGBAjXLno94j6b
0.448,0.776,6,-4.498,1,0.0571,0.0149,0.0,0.12,0.294,149.806,238862,4,https://api.spotify.com/v1/audio-analysis/6kX452oUUNojKWNNuc1nqx
0.585,0.93,10,-2.707,0,0.241,0.0992,2.54e-06,0.345,0.735,90.029,243222,4,https://api.spotify.com/v1/audio-analysis/6ESRqSLumyZz7YCeCRuxWm
0.669,0.967,6,-2.192,0,0.0957,0.000266,0.0,0.0777,0.807,122.008,256687,4,https://api.spotify.com/v1/audio-analysis/2TSJHS7rpLTzdDdVvaYB0f
0.65,0.879,9,-2.886,1,0.0731,0.00102,0.0,0.0483,0.536,166.897,233160,4,https://api.spotify.com/v1/audio-analysis/1ACMf8SOANvKlOu4vTWiJN
0.574,0.499,3,-11.552,1,0.936,0.772,0.0,0.42,0.667,160.426,263130,4,https://api.spotify.com/v1/audio-analysis/7qz7LNYInJmETRrxw8mjPR
0.619,0.802,10,-3.302,0,0.0423,0.0136,0.0,0.127,0.307,104.985,267151,4,https://api.spotify.com/v1/audio-analysis/4i4uJFziL5tEO9tWRSudlJ
0.369,0.652,2,-4.718,1,0.0403,0.4,0.0,0.129,0.264,104.168,177414,4,https://api.spotify.com/v1/audio-analysis/29WNvVZhGv2TdCJYCsDaWY
0.367,0.97,0,-4.525,0,0.522,0.244,0.0,0.0653,0.262,88.636,124413,4,https://api.spotify.com/v1/audio-analysis/28Ikjb8JEJe2crktTTihjd
0.474,0.879,5,-3.168,0,0.0675,0.0228,0.0,0.29,0.713,158.363,211653,4,https://api.spotify.com/v1/audio-analysis/3rrqE1KR8LtixLzgtBFcCu
0.63,0.726,6,-5.187,1,0.257,0.0517,0.0,0.233,0.353,139.998,274613,4,https://api.spotify.com/v1/audio-analysis/2o4ltEUubh8WST2Mh3nDTx
0.663,0.155,3,-21.225,1,0.643,0.89,0.0,0.532,0.677,97.489,147360,3,https://api.spotify.com/v1/audio-analysis/7KOHoGz3hlmEjlBu3qfBex
0.629,0.891,10,-3.215,0,0.219,0.0436,0.0,0.423,0.623,77.003,240387,4,https://api.spotify.com/v1/audio-analysis/4IzofHMmUybZv3myzHlZE7
0.699,0.959,11,-2.709,1,0.188,0.0761,0.0,0.341,0.779,116.013,245413,4,https://api.spotify.com/v1/audio-analysis/4aQx3giaLD2sybftDoxI6l
0.724,0.786,1,-4.063,1,0.0911,0.066,0.0,0.0478,0.797,98.0,211053,4,https://api.spotify.com/v1/audio-analysis/66arbOPCRYpO3Q67Seprsg
0.679,0.908,0,-3.288,1,0.194,0.0122,0.0,0.0865,0.923,159.994,294360,4,https://api.spotify.com/v1/audio-analysis/7IH74sR2rqVJAKywb7E7hb
0.717,0.325,2,-8.147,1,0.0607,0.66,0.0,0.134,0.206,105.046,143560,4,https://api.spotify.com/v1/audio-analysis/1ZyRw7RjYJhbr7SsMU7FVA
0.36,0.97,0,-4.422,0,0.535,0.236,0.0,0.074,0.257,87.12,123033,1,https://api.spotify.com/v1/audio-analysis/2NaHXimegW6q38iYQKUiur
0.478,0.88,5,-3.097,0,0.0739,0.0213,0.0,0.24,0.707,158.356,210987,4,https://api.spotify.com/v1/audio-analysis/1mNaVtsOGW5fn7xDwp8gTz
0.622,0.728,6,-5.111,1,0.286,0.0511,0.0,0.171,0.394,139.994,274992,4,https://api.spotify.com/v1/audio-analysis/0RzrbpgGB86igVg2Q1zXMk
0.635,0.167,9,-21.117,0,0.665,0.893,0.0,0.501,0.712,100.544,147694,3,https://api.spotify.com/v1/audio-analysis/6iMjJZtGqWBMzf82VThwqq
0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071,240021,4,https://api.spotify.com/v1/audio-analysis/0UxzJeSN4veWW3cB5snH4J
0.704,0.96,1,-2.606,0,0.192,0.0808,0.0,0.383,0.751,116.024,244156,4,https://api.spotify.com/v1/audio-analysis/4V2kmwYBmhQ9zc7XQicIta
0.724,0.793,1,-3.982,1,0.0895,0.0597,0.0,0.201,0.817,98.003,209715,4,https://api.spotify.com/v1/audio-analysis/32Cc1w6WQzRyNsTnAKpCaj
0.684,0.914,0,-3.199,1,0.204,0.0128,0.0,0.0543,0.929,159.996,292569,4,https://api.spotify.com/v1/audio-analysis/0VeoC3LjmdvrZb8zvUu7jR
0.719,0.335,2,-8.085,1,0.06,0.632,0.0,0.131,0.218,105.062,143863,4,https://api.spotify.com/v1/audio-analysis/7llll9potUogF0HiH8x68x
0.36,0.97,0,-4.422,0,0.535,0.233,0.0,0.074,0.257,86.893,123033,1,https://api.spotify.com/v1/audio-analysis/4upjf74hEzI1Vd1ygdvpTy
0.486,0.88,5,-3.097,0,0.0706,0.0215,0.0,0.24,0.71,158.043,210987,4,https://api.spotify.com/v1/audio-analysis/3RlcLpMmRvSd84Uw6Yt4Iw
0.631,0.728,6,-5.111,1,0.284,0.0511,0.0,0.171,0.395,139.977,274992,4,https://api.spotify.com/v1/audio-analysis/08eReCl8B3bV1GA247IGc2
0.653,0.167,3,-21.117,0,0.648,0.893,0.0,0.502,0.712,99.421,147694,3,https://api.spotify.com/v1/audio-analysis/5xGMr7CZcjYdQOZAu8gJT7
0.619,0.889,10,-3.108,0,0.219,0.0483,0.0,0.324,0.622,77.058,240021,4,https://api.spotify.com/v1/audio-analysis/6dr6QeqH62tYUiPezRbinq
0.704,0.959,1,-2.607,0,0.192,0.0808,0.0,0.383,0.751,116.024,244156,4,https://api.spotify.com/v1/audio-analysis/1pePqg6hTMeaTZNNECqT03
0.724,0.794,1,-3.982,1,0.0885,0.0594,0.0,0.201,0.815,98.0,209715,4,https://api.spotify.com/v1/audio-analysis/61fAsfrYO5xUNTMwWQ0Xwu
0.684,0.914,0,-3.199,1,0.203,0.0128,0.0,0.0543,0.929,159.986,292569,4,https://api.spotify.com/v1/audio-analysis/4nWJ7msY5lWNK74UKbAVw5
0.719,0.335,2,-8.085,1,0.0595,0.632,0.0,0.131,0.219,105.062,143863,4,https://api.spotify.com/v1/audio-analysis/4gxEQo2DrlZhyEn9CLe6rU
0.321,0.901,0,-2.239,1,0.376,0.417,0.0,0.408,0.519,75.198,165440,4,https://api.spotify.com/v1/audio-analysis/7ekhgEfskrq6c6MQdKHFHx
0.739,0.866,1,-3.379,1,0.0818,0.000949,0.000378,0.321,0.388,112.012,245107,4,https://api.spotify.com/v1/audio-analysis/5woBL7INOKn8zYhsN9Bpq8
0.614,0.992,9,-1.929,1,0.235,0.107,0.0,0.443,0.48,97.94,265573,4,https://api.spotify.com/v1/audio-analysis/0aRpO1s7kqad4eGsq0gOTh
0.792,0.872,1,-3.33,1,0.178,0.169,0.0,0.256,0.803,144.003,257280,4,https://api.spotify.com/v1/audio-analysis/3vG1gHvodnlNDyeVCCrfuE
0.612,0.822,11,-4.835,0,0.0812,0.0112,0.0,0.102,0.165,136.084,256213,4,https://api.spotify.com/v1/audio-analysis/3LDpCtO9Z8ryQJ78Zp2qWX
0.711,0.847,1,-4.911,0,0.12,0.0261,0.0,0.347,0.327,89.995,265347,4,https://api.spotify.com/v1/audio-analysis/61K7Er09Tf4D17ikccnfTz
0.794,0.92,7,-3.033,1,0.32,0.0241,0.0,0.645,0.684,140.02,269013,4,https://api.spotify.com/v1/audio-analysis/1TrwC4qAeyb79tgDmoa7Xt
0.786,0.68,4,-5.26,1,0.0846,0.0501,0.647,0.0479,0.516,82.994,41733,4,https://api.spotify.com/v1/audio-analysis/3YFRk3G0hO5gvDuHuLfOvE
0.497,0.857,11,-4.398,0,0.233,0.174,0.0,0.0892,0.897,127.913,234053,5,https://api.spotify.com/v1/audio-analysis/0YAkHEMH4FtntneecpYecz
0.603,0.901,2,-3.033,1,0.27,0.172,0.0,0.369,0.558,84.605,241733,4,https://api.spotify.com/v1/audio-analysis/36BmXxBjwnxQr3Gc0hloLW
0.644,0.894,2,-2.992,1,0.121,0.0665,0.0,0.341,0.563,96.058,226400,4,https://api.spotify.com/v1/audio-analysis/0jIgXRAgDqQtGsnfwTfGmb
0.856,0.85,7,-4.571,1,0.0933,0.0327,0.00149,0.0495,0.767,120.012,218867,4,https://api.spotify.com/v1/audio-analysis/14TD0O0gPHIl1kok1CqblH
0.671,0.927,8,-2.428,1,0.122,0.00336,3.31e-06,0.35,0.797,164.107,237307,4,https://api.spotify.com/v1/audio-analysis/0r5NK9m56GjXoYsheWlfP7
0.65,0.792,1,-4.333,1,0.041,0.0874,0.0,0.136,0.56,103.038,173413,4,https://api.spotify.com/v1/audio-analysis/546EsdBQHls80pdlcde8EH
0.603,0.825,4,-2.646,0,0.42,0.0563,0.0,0.0634,0.656,93.501,176827,4,https://api.spotify.com/v1/audio-analysis/7uAjYm61r58dI6u6o5ShL7
0.467,0.947,0,-2.28,1,0.344,0.00265,0.0,0.326,0.469,165.956,230400,4,https://api.spotify.com/v1/audio-analysis/0cRo5ewMI3AjlUaW0htTWv
0.647,0.282,4,-15.366,1,0.886,0.895,0.0,0.92,0.743,75.872,92413,4,https://api.spotify.com/v1/audio-analysis/1cWCQZ9HI0n9qT5d1jPOkc
0.664,0.864,7,-1.795,1,0.328,0.435,0.0,0.0711,0.918,85.115,240267,4,https://api.spotify.com/v1/audio-analysis/1CULEruoxfyKpVQZZgsTVa
0.505,0.713,9,-4.71,1,0.376,0.174,0.0,0.405,0.326,190.211,239827,4,https://api.spotify.com/v1/audio-analysis/5F3whjI23ic3OqMepUWIii
0.328,0.882,1,-2.612,0,0.197,0.00862,0.0,0.278,0.651,85.358,261853,5,https://api.spotify.com/v1/audio-analysis/5cEIQPz7ZvIAMNLBHsS1hT
0.584,0.981,5,-0.817,1,0.359,0.128,0.0,0.696,0.853,142.01,288427,4,https://api.spotify.com/v1/audio-analysis/0td4EIf8hY7qpYi11SiK7t
0.68,0.925,0,-1.046,1,0.161,0.15,0.0,0.432,0.863,94.001,238573,4,https://api.spotify.com/v1/audio-analysis/0EIBnUHCGw6dh9YLHOfaJK
0.499,0.971,7,-0.951,0,0.278,0.0367,0.0,0.382,0.714,102.006,237680,4,https://api.spotify.com/v1/audio-analysis/39emdsWDNJGcJdgCNpbWO4
0.58,0.844,2,-2.494,1,0.0584,0.466,0.0,0.204,0.504,86.892,122560,4,https://api.spotify.com/v1/audio-analysis/151kO9WHlgmLz0AFjZ1sTY
0.807,0.903,6,-3.748,0,0.311,0.146,0.0,0.362,0.786,106.568,75080,4,https://api.spotify.com/v1/audio-analysis/3H3i1F0msbZ30iZMYaQ4rN
0.602,0.957,0,-3.132,1,0.244,0.0292,0.0,0.101,0.574,170.054,255320,4,https://api.spotify.com/v1/audio-analysis/1PfGlo5nWnbBxfQyY2rxYk
0.489,0.969,7,-2.916,0,0.357,0.0361,0.0,0.592,0.698,102.07,237200,4,https://api.spotify.com/v1/audio-analysis/0S4NYIxuQlDqMCF8NK6xIj
