danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,analysis_url
0.726,0.837,1,-4.719,1,0.0532,0.000656,0.00128,0.103,0.408,112.043,247627,4,https://api.spotify.com/v1/audio-analysis/6ri9BvvODhRDVWcxL0gIqo
0.527,0.902,4,-5.013,0,0.154,0.00105,0.0,0.172,0.542,82.703,232507,4,https://api.spotify.com/v1/audio-analysis/73JwJ9XG3VIeKQqM5emJRC
0.526,0.486,11,-6.321,0,0.114,0.0931,0.0,0.0895,0.368,94.875,333547,4,https://api.spotify.com/v1/audio-analysis/5JZbs20da6C4DfsPkyR0X0
0.766,0.674,0,-5.554,0,0.0897,0.227,0.0,0.124,0.769,101.003,232467,4,https://api.spotify.com/v1/audio-analysis/5lMu1penXwmhLWp82YwTpa
0.684,0.717,11,-5.765,0,0.151,0.478,0.0,0.367,0.861,95.039,235467,4,https://api.spotify.com/v1/audio-analysis/5ajpyr32JgFtvW0nzvgva4
0.663,0.866,2,-4.446,1,0.398,0.0216,0.0,0.417,0.639,168.031,222040,4,https://api.spotify.com/v1/audio-analysis/5S2WCxjmcTWbYvzy9a4bZI
0.636,0.967,11,-3.585,0,0.352,0.0527,0.0,0.168,0.566,118.144,247947,4,https://api.spotify.com/v1/audio-analysis/520RVfXbHZiQC3jmzoOack
0.602,0.86,7,-6.273,1,0.145,0.0269,0.0,0.101,0.588,146.975,211720,4,https://api.spotify.com/v1/audio-analysis/1IHuda3tsgQk4anyfLxHEz
0.709,0.686,8,-4.797,1,0.0487,0.1,0.0,0.0865,0.734,91.016,352133,4,https://api.spotify.com/v1/audio-analysis/7gLRRcl3qKKpDlt0gApSAJ
0.679,0.7,2,-5.724,1,0.079,0.696,1.67e-05,0.209,0.786,96.059,96493,4,https://api.spotify.com/v1/audio-analysis/0KFNlFyyYU3i4JRhNR0V14
0.807,0.903,6,-3.748,0,0.311,0.146,0.0,0.362,0.786,106.568,75080,4,https://api.spotify.com/v1/audio-analysis/6kxwFFdd96e0Mz1rfNnJu1
0.602,0.957,0,-3.132,1,0.244,0.0292,0.0,0.101,0.574,170.054,255320,4,https://api.spotify.com/v1/audio-analysis/6bfFac7HZpl9ix1ZVLgS5Q
0.489,0.969,7,-2.916,0,0.357,0.0361,0.0,0.592,0.698,102.07,237200,4,https://api.spotify.com/v1/audio-analysis/5dK6OtqmHEVjaSm0RsiJ4Q
0.726,0.837,1,-4.719,1,0.0532,0.000656,0.00128,0.103,0.408,112.043,247627,4,https://api.spotify.com/v1/audio-analysis/1L8oTLiLZxzxh5yrgf0j1w
0.527,0.902,4,-5.013,0,0.154,0.00105,0.0,0.172,0.542,82.703,232507,4,https://api.spotify.com/v1/audio-analysis/4tRMWHkeoOoraTGe4r9LKZ
0.526,0.486,11,-6.321,0,0.114,0.0931,0.0,0.0895,0.368,94.875,333547,4,https://api.spotify.com/v1/audio-analysis/6fLL8N84PyeLfQIaY77M8F
0.766,0.674,0,-5.554,0,0.0897,0.227,0.0,0.124,0.769,101.003,232467,4,https://api.spotify.com/v1/audio-analysis/12ZzMA3m2ingQEzmbw3kNR
0.684,0.717,11,-5.765,0,0.151,0.478,0.0,0.367,0.861,95.039,235467,4,https://api.spotify.com/v1/audio-analysis/6VyHPy4UjMLKoLNw5RKwAL
0.663,0.866,2,-4.446,1,0.398,0.0216,0.0,0.417,0.639,168.031,222040,4,https://api.spotify.com/v1/audio-analysis/0jCexDV1R6sP5I8caBZD7n
0.636,0.967,11,-3.585,0,0.352,0.0527,0.0,0.168,0.566,118.144,247947,4,https://api.spotify.com/v1/audio-analysis/5jnbx7tfeWUD32rVrLJpLx
0.602,0.86,7,-6.273,1,0.145,0.0269,0.0,0.101,0.588,146.975,211720,4,https://api.spotify.com/v1/audio-analysis/0Sf4J3tlkKJQXbgEfdZKn4
0.709,0.686,8,-4.797,1,0.0487,0.1,0.0,0.0865,0.734,91.016,352133,4,https://api.spotify.com/v1/audio-analysis/0GAiHTCh5xNDFim5vU8pBK
0.679,0.7,2,-5.724,1,0.079,0.696,1.67e-05,0.209,0.786,96.059,96493,4,https://api.spotify.com/v1/audio-analysis/6m2gKXvkNELLUy1EjfsPfc
0.475,0.899,0,-2.228,1,0.292,0.426,0.0,0.366,0.568,83.821,165121,4,https://api.spotify.com/v1/audio-analysis/6Lkp95y4FkKExC5ry6pfeD
0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,245140,4,https://api.spotify.com/v1/audio-analysis/2x4bOPgtLNi0pMpHdG6yHl
0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.488,98.004,265602,4,https://api.spotify.com/v1/audio-analysis/0sHt7Qy1etL9WLqpnjENp5
0.796,0.878,1,-3.325,1,0.185,0.171,0.0,0.234,0.795,144.0,257301,4,https://api.spotify.com/v1/audio-analysis/46Y7FGbkq1M3DS4dmVM09s
0.61,0.829,11,-4.84,0,0.0847,0.0111,0.0,0.0961,0.156,136.102,254973,4,https://api.spotify.com/v1/audio-analysis/1pdT2u08Geic1PyyDWsMYw
0.703,0.851,1,-4.918,0,0.144,0.031,0.0,0.354,0.315,89.958,264667,4,https://api.spotify.com/v1/audio-analysis/2CBGDQnGukjqRzZFrTAppE
0.793,0.924,4,-3.017,0,0.321,0.0217,0.0,0.644,0.665,140.031,267783,4,https://api.spotify.com/v1/audio-analysis/2VWBDhP9WtFijJ0RBnOUoR
0.783,0.683,4,-5.195,1,0.0895,0.0532,0.772,0.0529,0.55,82.996,41757,4,https://api.spotify.com/v1/audio-analysis/3qFV9zyYsGAZtneF6M7zzN
0.459,0.856,6,-4.383,0,0.232,0.152,0.0,0.08,0.917,97.027,234063,4,https://api.spotify.com/v1/audio-analysis/0XmEkskWgWqQ3epteqjw1F
0.556,0.897,2,-3.019,1,0.282,0.181,0.0,0.379,0.551,84.604,241762,4,https://api.spotify.com/v1/audio-analysis/2WMD6SkalVPbBjG4Hjfm2U
0.642,0.903,2,-2.976,1,0.117,0.0635,0.0,0.33,0.573,96.068,226425,4,https://api.spotify.com/v1/audio-analysis/1l0PMm0gd4oVdaZ3tozQTI
0.863,0.854,4,-4.564,0,0.0893,0.0418,0.00152,0.0551,0.784,119.996,218887,4,https://api.spotify.com/v1/audio-analysis/0xT7FzY35ZfJJxh1MEeiaq
0.676,0.925,8,-2.451,1,0.111,0.00405,6.31e-06,0.279,0.798,163.952,235020,4,https://api.spotify.com/v1/audio-analysis/2QlDjL2ebWfhBBb0y30syS
0.634,0.815,1,-4.324,1,0.0409,0.0714,0.0,0.146,0.553,103.041,172658,4,https://api.spotify.com/v1/audio-analysis/0RE6xFYdfJFrNFszjnDiO4
0.479,0.899,0,-2.228,1,0.292,0.423,0.0,0.366,0.571,81.92,165121,4,https://api.spotify.com/v1/audio-analysis/0tbfYaBMhYrwtkTXynfuIJ
0.738,0.868,1,-3.363,1,0.0703,0.000907,0.000215,0.275,0.378,111.992,245140,4,https://api.spotify.com/v1/audio-analysis/6njl4FfPUwVmoIR1RKLq05
0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.487,98.004,265602,4,https://api.spotify.com/v1/audio-analysis/3D26URfsMlCNaa51mj9jOt
0.796,0.878,1,-3.325,1,0.185,0.171,0.0,0.234,0.795,144.001,257301,4,https://api.spotify.com/v1/audio-analysis/2IIhviXBY0Ikmlbm2DHByJ
0.614,0.828,11,-4.84,0,0.0815,0.0116,0.0,0.0961,0.16,136.1,254973,4,https://api.spotify.com/v1/audio-analysis/5eM0WUGlosevLM5sA6UsWd
0.702,0.851,1,-4.918,0,0.143,0.031,0.0,0.354,0.313,89.957,264667,4,https://api.spotify.com/v1/audio-analysis/4HEFpKZaYWGTjgCjhnSShV
0.793,0.924,4,-3.017,0,0.321,0.0217,0.0,0.644,0.665,140.03,267783,4,https://api.spotify.com/v1/audio-analysis/2kyht6yYIHLianPBFxx7Mt
0.783,0.683,4,-5.195,1,0.0897,0.0532,0.772,0.0529,0.552,82.996,41757,4,https://api.spotify.com/v1/audio-analysis/0IUUAT817hQWEUfFaNurrI
0.459,0.856,11,-4.383,0,0.235,0.152,0.0,0.08,0.917,97.025,234063,4,https://api.spotify.com/v1/audio-analysis/1dodR9RPo1GpbmAesiCzuM
0.551,0.898,2,-3.019,1,0.286,0.181,0.0,0.379,0.552,84.774,241762,4,https://api.spotify.com/v1/audio-analysis/6jJYbRYkvSuFwRtgTEpkb4
0.643,0.903,2,-2.976,1,0.117,0.0635,0.0,0.33,0.573,96.068,226425,4,https://api.spotify.com/v1/audio-analysis/4AO4ayRhZI2e16fqkVpkJP
0.863,0.854,4,-4.564,0,0.0893,0.0418,0.00152,0.0551,0.784,119.996,218887,4,https://api.spotify.com/v1/audio-analysis/5tHj7TuWS1h6GDU0Ajcm32
0.676,0.925,8,-2.451,1,0.109,0.00395,6.7e-06,0.279,0.797,163.953,235020,4,https://api.spotify.com/v1/audio-analysis/1ACqCMuFuvqCToDuY7C707
0.634,0.814,1,-4.325,1,0.0406,0.0698,0.0,0.146,0.537,103.041,172658,4,https://api.spotify.com/v1/audio-analysis/5viiEUG6TwSmDPXX1hHo0X
0.721,0.835,1,-4.926,1,0.211,0.371,0.0,0.0765,0.855,92.97,241375,4,https://api.spotify.com/v1/audio-analysis/6WAKgjqoVT0nwPkfL04HBl
0.527,0.673,0,-5.401,0,0.196,0.334,0.0,0.159,0.657,99.606,232692,4,https://api.spotify.com/v1/audio-analysis/7FrZ7P6NCaBT3yqq7Dc8Mm
0.587,0.821,4,-2.701,0,0.428,0.0601,0.0,0.0599,0.671,93.841,178282,4,https://api.spotify.com/v1/audio-analysis/0nMjEsoDM5njQeRjd3F1W3
0.491,0.947,0,-2.252,1,0.306,0.00262,0.0,0.34,0.473,166.247,230778,4,https://api.spotify.com/v1/audio-analysis/0i0hqOQdyFFd4cR5s32w8x
0.633,0.285,4,-15.35,1,0.841,0.898,0.0,0.905,0.749,124.228,92791,3,https://api.spotify.com/v1/audio-analysis/1yVyxeBLgns1wOU9wiofoG
0.658,0.867,7,-1.772,1,0.312,0.432,0.0,0.0744,0.918,85.075,240107,4,https://api.spotify.com/v1/audio-analysis/4zD1pm2cZ6Mo8hZiFrQQev
0.504,0.712,9,-4.705,1,0.379,0.175,0.0,0.377,0.307,189.577,239470,4,https://api.spotify.com/v1/audio-analysis/2hrKC9sSwWBiO0VGqZZY4z
0.311,0.887,1,-2.578,0,0.277,0.00941,0.0,0.281,0.627,175.483,261575,3,https://api.spotify.com/v1/audio-analysis/2Y75ADhx7XespDNxQALACc
0.585,0.98,5,-0.826,1,0.37,0.127,0.0,0.692,0.837,141.945,288771,4,https://api.spotify.com/v1/audio-analysis/7kqmrg2Ol9edmNR6PM06Bl
0.68,0.927,0,-1.058,1,0.149,0.167,0.0,0.437,0.862,93.975,238530,4,https://api.spotify.com/v1/audio-analysis/6qeNp8j0o3XL2eNPErPyVd
0.495,0.973,7,-0.947,0,0.283,0.0347,0.0,0.432,0.763,102.058,236489,4,https://api.spotify.com/v1/audio-analysis/5Unp8YxTd2Y8fWDMoPZxWh
0.398,0.847,2,-2.489,1,0.159,0.467,0.0,0.205,0.514,173.733,122514,4,https://api.spotify.com/v1/audio-analysis/0daTdBukNA7af8xavAFvPF
0.718,0.835,1,-4.925,1,0.213,0.371,0.0,0.0764,0.855,92.97,241375,4,https://api.spotify.com/v1/audio-analysis/5kXqrwNr8w8ecRRMVroBMs
0.532,0.673,10,-5.401,1,0.185,0.336,0.0,0.159,0.653,99.712,232692,4,https://api.spotify.com/v1/audio-analysis/1R87mvA6fH2tfHO3UlvFVQ
0.587,0.82,4,-2.701,0,0.428,0.0601,0.0,0.0599,0.671,93.841,178282,4,https://api.spotify.com/v1/audio-analysis/2RxETWL7WphwPxfr0BA3XD
0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,230778,4,https://api.spotify.com/v1/audio-analysis/1ucfG88Ain6ZmtxXYddyqS
0.633,0.285,4,-15.35,1,0.841,0.898,0.0,0.905,0.749,124.219,92791,3,https://api.spotify.com/v1/audio-analysis/3ncKafzbSUOZv7bBpbUERV
0.654,0.867,7,-1.772,1,0.313,0.432,0.0,0.0745,0.919,85.078,240107,4,https://api.spotify.com/v1/audio-analysis/4tvmK43AapQcvSU7pMUGI8
0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,239470,4,https://api.spotify.com/v1/audio-analysis/0xRA1Fw4Abf1DYmqrKYGTs
0.399,0.887,1,-2.578,0,0.201,0.00946,0.0,0.281,0.627,128.119,261575,4,https://api.spotify.com/v1/audio-analysis/7jXnHx6ZYZtBwmiAQWsO72
0.585,0.98,5,-0.826,1,0.37,0.127,0.0,0.692,0.837,141.945,288771,4,https://api.spotify.com/v1/audio-analysis/1iihBKEdG9loyQIfU1iOYk
0.679,0.927,0,-1.058,1,0.15,0.164,0.0,0.437,0.861,93.989,238530,4,https://api.spotify.com/v1/audio-analysis/06Fj6DTvg9VxEwvyP8FZwG
0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,236489,4,https://api.spotify.com/v1/audio-analysis/0UzDbwSyum6TExjXqseJUV
0.397,0.847,2,-2.488,1,0.159,0.467,0.0,0.205,0.514,173.733,122514,4,https://api.spotify.com/v1/audio-analysis/5p8GQc11KJtJcLTUUVOf0E
0.587,0.82,4,-2.701,0,0.428,0.0601,0.0,0.0599,0.671,93.841,178282,4,https://api.spotify.com/v1/audio-analysis/5IldGVRXf9iV2sDo6DQ3PB
0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,230778,4,https://api.spotify.com/v1/audio-analysis/2JrNxYGkXNyw4dNblWZdVm
0.633,0.285,4,-15.35,1,0.841,0.898,0.0,0.905,0.749,124.219,92791,3,https://api.spotify.com/v1/audio-analysis/23I4EPhzUCh5gXLBhmPGvn
0.654,0.867,7,-1.772,1,0.313,0.432,0.0,0.0745,0.919,85.078,240107,4,https://api.spotify.com/v1/audio-analysis/3dBVs3Y7Ww1Tj1liAVR6q3
0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,239470,4,https://api.spotify.com/v1/audio-analysis/4RvTY7KycQeacT0pkfDJPF
0.399,0.887,1,-2.578,0,0.201,0.00946,0.0,0.281,0.627,128.119,261575,4,https://api.spotify.com/v1/audio-analysis/1LyhXxjA0uhMyz03Q12OxO
0.585,0.98,5,-0.826,1,0.37,0.127,0.0,0.692,0.837,141.945,288771,4,https://api.spotify.com/v1/audio-analysis/4k3dyGa8UnIwZq4cg9vI6T
0.679,0.927,0,-1.058,1,0.15,0.164,0.0,0.437,0.861,93.989,238530,4,https://api.spotify.com/v1/audio-analysis/4H365TSMVTYfWwQxqyaHmt
0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,236489,4,https://api.spotify.com/v1/audio-analysis/3tq0TOICwv1rDPTEngjaCh
0.397,0.847,2,-2.488,1,0.159,0.467,0.0,0.205,0.514,173.733,122514,4,https://api.spotify.com/v1/audio-analysis/1s7O5UxbWqIwnq1dk9loxI
0.587,0.821,4,-2.701,0,0.428,0.0601,0.0,0.0599,0.671,93.841,178282,4,https://api.spotify.com/v1/audio-analysis/6xLm5hdcUTmZPWUzPnQ9US
0.491,0.947,0,-2.252,1,0.306,0.00262,0.0,0.34,0.473,166.247,230778,4,https://api.spotify.com/v1/audio-analysis/44gWm1spxejf9cc589qV28
0.633,0.285,4,-15.35,1,0.841,0.898,0.0,0.905,0.749,124.228,92791,3,https://api.spotify.com/v1/audio-analysis/6a03E3V463keXNiros3TZe
0.658,0.867,7,-1.772,1,0.312,0.432,0.0,0.0744,0.918,85.075,240107,4,https://api.spotify.com/v1/audio-analysis/1OCbJSqiTF48eohk0XpGz1
0.504,0.712,9,-4.705,1,0.379,0.175,0.0,0.377,0.307,189.577,239470,4,https://api.spotify.com/v1/audio-analysis/4ZSLc2F15wKVPjyLt169tt
0.311,0.887,1,-2.578,0,0.277,0.00941,0.0,0.281,0.627,175.483,261575,3,https://api.spotify.com/v1/audio-analysis/1n99s09TM651WSXOMxyoHF
0.585,0.98,5,-0.826,1,0.37,0.127,0.0,0.692,0.837,141.945,288771,4,https://api.spotify.com/v1/audio-analysis/5XQjspYTlLobTIWdWjJ3Jj
0.68,0.927,0,-1.058,1,0.149,0.167,0.0,0.437,0.862,93.975,238530,4,https://api.spotify.com/v1/audio-analysis/3CYqr8tC0Y3mrw80y6zqJC
0.495,0.973,7,-0.947,0,0.283,0.0347,0.0,0.432,0.763,102.058,236489,4,https://api.spotify.com/v1/audio-analysis/22gGBmp8JqlymbXQvAUlYX
0.398,0.847,2,-2.489,1,0.159,0.467,0.0,0.205,0.514,173.733,122514,4,https://api.spotify.com/v1/audio-analysis/2M2LSar3DJWLQHcp1MZETj
0.468,0.904,7,-5.052,1,0.505,0.216,0.0,0.0877,0.183,149.877,70453,4,https://api.spotify.com/v1/audio-analysis/61AGetSScZlCLz9tPyWEKw
0.601,0.916,7,-3.827,1,0.171,0.0397,0.0,0.557,0.516,146.962,209733,4,https://api.spotify.com/v1/audio-analysis/3PbsbZhmmnP6avCGm90ovX
0.801,0.797,5,-4.332,1,0.149,0.0432,2.72e-06,0.118,0.833,96.987,231493,4,https://api.spotify.com/v1/audio-analysis/7gSh8RNHaEciG0QUqlx2fN
0.533,0.372,1,-18.811,1,0.673,0.863,0.0,0.296,0.655,78.903,148547,3,https://api.spotify.com/v1/audio-analysis/7zm0Rdqqzf5gWwT14C8OBL
0.745,0.744,7,-6.295,1,0.121,0.0424,0.0,0.251,0.689,95.993,248587,4,https://api.spotify.com/v1/audio-analysis/06uGjA3zCQNxUIGa5dIcdQ
0.652,0.794,0,-6.604,1,0.0957,0.00808,0.0,0.298,0.545,92.045,261453,4,https://api.spotify.com/v1/audio-analysis/0Tb8sBQ9fseZbDRzRSxTdi
0.78,0.903,11,-5.396,0,0.347,0.502,0.0,0.28,0.842,96.603,131520,4,https://api.spotify.com/v1/audio-analysis/4dJyQgYboxG7Bqh57AeRN8
0.722,0.961,11,-2.548,0,0.267,0.203,0.0,0.121,0.678,118.016,247160,4,https://api.spotify.com/v1/audio-analysis/6bCoSWW1zyQrwQDSMEmsVy
0.558,0.944,11,-3.106,0,0.239,0.101,0.0,0.0995,0.851,105.169,205400,4,https://api.spotify.com/v1/audio-analysis/4DHWpbu7t1IAJHbAjWOI3T
0.704,0.393,5,-6.574,1,0.0461,0.0513,0.0,0.108,0.425,132.032,87053,4,https://api.spotify.com/v1/audio-analysis/6XlwoLi2qTcgal7gnKskTU
0.455,0.9,7,-5.029,1,0.393,0.272,0.0,0.0945,0.188,150.14,70531,4,https://api.spotify.com/v1/audio-analysis/0JGu0xqr67505BqwM3FZlf
0.595,0.914,11,-3.764,0,0.166,0.0389,0.0,0.457,0.572,146.89,209752,4,https://api.spotify.com/v1/audio-analysis/31R69Q6kDKLK9RXlk95wMf
0.801,0.797,2,-4.319,0,0.163,0.0405,2.39e-06,0.115,0.801,97.009,230885,4,https://api.spotify.com/v1/audio-analysis/528Ki4BpfXpju2v5yNhvbn
0.535,0.382,1,-18.76,1,0.645,0.852,0.0,0.311,0.609,86.969,148073,4,https://api.spotify.com/v1/audio-analysis/521yvCw7RvWp010VcWwnD7
0.744,0.725,7,-6.29,1,0.112,0.0434,0.0,0.296,0.729,95.981,247450,4,https://api.spotify.com/v1/audio-analysis/4dTVkLLxS8HR23oHBNIpdl
0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.573,92.031,260433,4,https://api.spotify.com/v1/audio-analysis/1jOwlowZiYIVb6WllPRgFY
0.751,0.903,2,-5.413,1,0.354,0.539,0.0,0.343,0.858,96.548,131192,4,https://api.spotify.com/v1/audio-analysis/2SuqeYiclEgqckGYp9C8Wg
0.72,0.962,11,-2.555,0,0.268,0.2,0.0,0.165,0.667,118.025,246526,4,https://api.spotify.com/v1/audio-analysis/4TUcDPh3NzfA2mZAEGAnw8
0.564,0.945,11,-3.11,0,0.243,0.0789,0.0,0.0873,0.871,105.018,205061,4,https://api.spotify.com/v1/audio-analysis/709xiR1rR4diCcwtIOcrM2
0.693,0.392,5,-6.615,1,0.0439,0.0508,0.0,0.144,0.472,131.863,86045,4,https://api.spotify.com/v1/audio-analysis/08slAKTn93IIN2Sonomyrz
0.455,0.9,7,-5.029,1,0.393,0.272,0.0,0.0945,0.188,150.14,70531,4,https://api.spotify.com/v1/audio-analysis/3Jqecns7MfqxumyVCyXgJA
0.594,0.914,11,-3.764,0,0.167,0.0389,0.0,0.457,0.571,146.885,209752,4,https://api.spotify.com/v1/audio-analysis/1hehPTlSVIhHEvCkVoe4HX
0.801,0.797,2,-4.319,0,0.163,0.0405,2.37e-06,0.115,0.801,97.01,230885,4,https://api.spotify.com/v1/audio-analysis/24WkSw7HQ8JIfcEefvJkcq
0.523,0.382,1,-18.76,1,0.611,0.852,0.0,0.311,0.611,93.151,148073,4,https://api.spotify.com/v1/audio-analysis/5sEccmgjDBxmV5cKeXtwBh
0.744,0.725,7,-6.29,1,0.112,0.0434,0.0,0.296,0.73,95.983,247450,4,https://api.spotify.com/v1/audio-analysis/01hvI4BrrUbBuyIXewP4AD
0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.572,92.03,260433,4,https://api.spotify.com/v1/audio-analysis/5IYnriBBJz1iz1ki3bJnWo
0.753,0.903,2,-5.414,1,0.354,0.541,0.0,0.343,0.858,96.547,131192,4,https://api.spotify.com/v1/audio-analysis/0do2tFk8lqFdNL2TYAlslN
0.719,0.962,11,-2.555,0,0.265,0.202,0.0,0.165,0.669,117.999,246526,4,https://api.spotify.com/v1/audio-analysis/2BNuFV7ROaRHu2j3N6k729
0.564,0.945,11,-3.11,0,0.243,0.0789,0.0,0.0873,0.871,105.018,205061,4,https://api.spotify.com/v1/audio-analysis/1yFEQO3mOtDAje6rOyj2Cf
0.693,0.392,5,-6.615,1,0.0439,0.0508,0.0,0.144,0.473,131.863,86045,4,https://api.spotify.com/v1/audio-analysis/5kD6DnMehM1XD8dvS83Xzu
0.899,0.821,3,-6.271,0,0.237,0.194,0.524,0.163,0.581,94.895,64133,4,https://api.spotify.com/v1/audio-analysis/1FHEwpwBnBB71okVG6879b
0.755,0.956,8,-5.116,0,0.15,0.0104,1.06e-05,0.144,0.883,144.091,223907,4,https://api.spotify.com/v1/audio-analysis/4dtUOhLeJl9tQ5gYwbt6Ir
0.56,0.358,2,-18.016,1,0.775,0.917,0.0,0.924,0.766,101.387,131907,4,https://api.spotify.com/v1/audio-analysis/4BhwFbiT2oETdYGBlw2GMK
0.435,0.859,2,-5.193,1,0.468,0.0131,5.74e-06,0.435,0.641,167.873,222053,4,https://api.spotify.com/v1/audio-analysis/0MZBOuIh4UZZDu9edh6tfJ
0.0,0.26,1,-13.402,0,0.0,0.525,0.868,0.387,0.0,0.0,52453,0,https://api.spotify.com/v1/audio-analysis/7eyVvI5RFs54THKhdTK5i5
0.738,0.729,0,-4.173,0,0.071,0.3,0.0,0.257,0.764,100.95,231893,4,https://api.spotify.com/v1/audio-analysis/6h53Ks7v6dUVJBTDTkXZ2t
0.734,0.508,7,-11.614,1,0.494,0.529,0.0,0.0713,0.869,94.199,323987,4,https://api.spotify.com/v1/audio-analysis/7oZIzC9WUA8kIL3hjisedU
0.892,0.846,5,-6.249,0,0.238,0.18,0.402,0.181,0.553,94.857,63792,4,https://api.spotify.com/v1/audio-analysis/6yjZ6og4sZ0D8L90WSOQYR
0.754,0.952,8,-5.11,0,0.153,0.00945,5.95e-06,0.189,0.868,144.054,225360,4,https://api.spotify.com/v1/audio-analysis/6GSJdwVh2BP3DKWCb1J6Dd
0.591,0.362,11,-18.032,0,0.774,0.915,0.0,0.923,0.764,104.163,131140,4,https://api.spotify.com/v1/audio-analysis/0eOEW0vZv1RxeeUGZYaU28
0.436,0.869,2,-5.174,1,0.472,0.0124,1.6e-06,0.494,0.612,167.771,221593,4,https://api.spotify.com/v1/audio-analysis/3SL56hcSGEPuXXSM3M4v1w
0.926,0.255,1,-13.39,0,0.336,0.539,0.878,0.389,0.839,125.895,52439,4,https://api.spotify.com/v1/audio-analysis/6BqS3su17WWA8UyoEeA30u
0.582,0.727,0,-4.174,0,0.116,0.273,0.0,0.245,0.768,100.45,231883,4,https://api.spotify.com/v1/audio-analysis/486Z0sBxfwyMWIzjzb0ISn
0.734,0.518,7,-11.602,1,0.505,0.529,0.0,0.31,0.866,94.114,321664,4,https://api.spotify.com/v1/audio-analysis/02VZAvLQKOQM2isZcDuZw2
0.893,0.846,5,-6.249,0,0.238,0.18,0.402,0.181,0.553,94.857,63792,4,https://api.spotify.com/v1/audio-analysis/6iLsw1px2fqrC4xc8YZM2O
0.754,0.952,8,-5.11,0,0.153,0.00945,6.27e-06,0.189,0.868,144.051,225360,4,https://api.spotify.com/v1/audio-analysis/2Kspa0jD2MSkaEdonf4Cnb
0.572,0.362,2,-18.032,1,0.816,0.915,0.0,0.923,0.759,103.96,131140,4,https://api.spotify.com/v1/audio-analysis/6ohNJGpxULU8PNORvEhwR6
0.436,0.869,2,-5.174,1,0.472,0.0124,1.6e-06,0.494,0.612,167.766,221593,4,https://api.spotify.com/v1/audio-analysis/4frlkLwlnm58ejpNwWjxyl
0.926,0.256,1,-13.39,0,0.336,0.539,0.878,0.389,0.839,125.895,52439,4,https://api.spotify.com/v1/audio-analysis/19oZRCn6gzQGdKRmv3XmNk
0.582,0.726,0,-4.174,0,0.116,0.271,0.0,0.227,0.768,100.45,231883,4,https://api.spotify.com/v1/audio-analysis/1HQHuPpr2s2z3VIBTLtUmv
0.703,0.518,7,-11.602,1,0.522,0.529,0.0,0.31,0.866,94.114,321664,4,https://api.spotify.com/v1/audio-analysis/2vr3YaIhvyfEgMQrFdXxtW
